Churn,customer.tenure,account.Charges.Monthly,account.Contract,customer.SeniorCitizen,internet.InternetService,account.PaymentMethod
No,12,21.15,Month-to-month,0,No,Electronic check
No,62,38.6,Two year,0,DSL,Credit card (automatic)
No,1,20.2,Month-to-month,0,No,Mailed check
No,10,60.2,Month-to-month,0,DSL,Mailed check
No,49,81.35,Two year,1,DSL,Credit card (automatic)
No,22,49.45,One year,0,DSL,Credit card (automatic)
No,62,54.75,One year,0,DSL,Credit card (automatic)
Yes,1,70.55,Month-to-month,1,Fiber optic,Electronic check
Yes,6,19.5,Month-to-month,0,No,Bank transfer (automatic)
No,54,90.05,Month-to-month,1,Fiber optic,Electronic check
Yes,1,79.65,Month-to-month,0,Fiber optic,Electronic check
Yes,9,84.45,Month-to-month,1,Fiber optic,Electronic check
No,33,105.35,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,64,86.55,Two year,0,DSL,Credit card (automatic)
Yes,1,69.65,Month-to-month,1,Fiber optic,Electronic check
Yes,27,85.25,Month-to-month,1,Fiber optic,Electronic check
Yes,16,94.25,Month-to-month,0,Fiber optic,Electronic check
No,1,49.85,Month-to-month,0,DSL,Electronic check
No,65,99.1,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,71,99.65,One year,1,Fiber optic,Credit card (automatic)
Yes,10,74.75,Month-to-month,0,Fiber optic,Electronic check
Yes,13,35.1,Month-to-month,0,DSL,Electronic check
No,24,21.1,Two year,0,No,Credit card (automatic)
No,67,35.7,Two year,0,DSL,Credit card (automatic)
No,14,31.1,Month-to-month,0,DSL,Mailed check
No,24,34.25,Month-to-month,1,DSL,Mailed check
No,70,111.15,Two year,0,Fiber optic,Mailed check
Yes,1,20.3,Month-to-month,0,No,Mailed check
No,9,19.85,One year,1,No,Credit card (automatic)
No,10,19.5,One year,0,No,Mailed check
Yes,65,89.75,One year,0,Fiber optic,Electronic check
Yes,1,45.1,Month-to-month,1,DSL,Electronic check
No,30,79.3,One year,0,DSL,Credit card (automatic)
No,13,44.0,Month-to-month,0,DSL,Mailed check
Yes,4,74.35,Month-to-month,0,Fiber optic,Electronic check
No,11,20.0,One year,0,No,Mailed check
No,62,113.95,Two year,0,Fiber optic,Mailed check
Yes,2,80.2,Month-to-month,0,Fiber optic,Electronic check
No,9,94.05,Month-to-month,0,Fiber optic,Electronic check
No,71,104.05,Two year,1,Fiber optic,Bank transfer (automatic)
No,58,100.35,One year,0,Fiber optic,Credit card (automatic)
No,72,24.75,Two year,0,No,Bank transfer (automatic)
No,10,45.25,Month-to-month,0,DSL,Mailed check
No,19,56.2,Month-to-month,0,DSL,Electronic check
No,59,76.75,One year,0,DSL,Credit card (automatic)
No,54,69.9,Month-to-month,0,DSL,Mailed check
Yes,4,95.45,Month-to-month,1,Fiber optic,Electronic check
No,42,25.25,Two year,0,No,Electronic check
No,48,111.8,Two year,0,Fiber optic,Credit card (automatic)
No,43,63.95,Month-to-month,0,DSL,Electronic check
No,68,88.85,Two year,0,DSL,Credit card (automatic)
No,12,79.8,Month-to-month,0,Fiber optic,Electronic check
No,38,60.0,Two year,0,DSL,Bank transfer (automatic)
No,14,75.1,Month-to-month,1,Fiber optic,Electronic check
No,72,106.3,Two year,0,Fiber optic,Bank transfer (automatic)
No,11,50.55,Month-to-month,0,DSL,Electronic check
No,17,56.1,One year,0,DSL,Mailed check
No,10,40.7,Month-to-month,0,DSL,Bank transfer (automatic)
Yes,4,72.2,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,39,105.65,Month-to-month,1,Fiber optic,Electronic check
Yes,23,106.4,Month-to-month,1,Fiber optic,Electronic check
No,9,101.5,Month-to-month,0,Fiber optic,Electronic check
No,4,69.55,Month-to-month,0,Fiber optic,Mailed check
No,36,104.5,Month-to-month,0,Fiber optic,Credit card (automatic)
No,6,49.25,One year,0,DSL,Mailed check
No,72,84.9,Two year,0,DSL,Bank transfer (automatic)
Yes,7,79.65,Month-to-month,0,Fiber optic,Mailed check
No,56,20.05,Two year,0,No,Mailed check
No,6,85.95,Month-to-month,0,Fiber optic,Mailed check
No,49,103.0,One year,1,Fiber optic,Bank transfer (automatic)
No,15,19.75,Month-to-month,0,No,Mailed check
No,23,19.65,Two year,0,No,Mailed check
No,54,80.6,Two year,0,DSL,Electronic check
No,71,81.85,Two year,0,DSL,Bank transfer (automatic)
No,34,49.8,Month-to-month,0,DSL,Electronic check
No,42,22.95,Two year,0,No,Electronic check
No,8,19.6,Two year,0,No,Credit card (automatic)
No,39,73.15,Month-to-month,0,Fiber optic,Credit card (automatic)
Yes,1,93.85,Month-to-month,0,Fiber optic,Electronic check
No,2,19.85,Month-to-month,0,No,Mailed check
No,50,106.8,One year,1,Fiber optic,Electronic check
No,72,97.7,Two year,0,Fiber optic,Credit card (automatic)
Yes,24,75.4,Month-to-month,0,Fiber optic,Credit card (automatic)
No,11,35.65,Month-to-month,0,DSL,Electronic check
No,7,66.85,Month-to-month,0,DSL,Electronic check
No,7,94.1,Month-to-month,0,Fiber optic,Electronic check
No,59,20.6,Two year,0,No,Mailed check
No,66,56.75,Two year,0,DSL,Credit card (automatic)
No,72,23.75,Two year,0,No,Bank transfer (automatic)
No,33,93.55,One year,1,Fiber optic,Electronic check
Yes,66,80.55,Two year,1,DSL,Bank transfer (automatic)
No,3,30.4,Month-to-month,0,DSL,Electronic check
Yes,11,97.85,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,69,56.55,Two year,1,DSL,Credit card (automatic)
No,24,19.7,Two year,0,No,Mailed check
No,31,20.9,Two year,0,No,Credit card (automatic)
No,70,94.8,Two year,0,DSL,Credit card (automatic)
Yes,46,93.7,Month-to-month,0,Fiber optic,Electronic check
No,1,44.55,Month-to-month,0,DSL,Credit card (automatic)
No,68,60.3,Two year,0,DSL,Credit card (automatic)
Yes,28,89.95,Month-to-month,0,Fiber optic,Electronic check
Yes,12,50.25,Month-to-month,0,DSL,Bank transfer (automatic)
Yes,2,80.75,Month-to-month,0,Fiber optic,Electronic check
No,62,71.4,One year,0,DSL,Credit card (automatic)
Yes,6,75.5,Month-to-month,0,Fiber optic,Electronic check
No,4,20.5,One year,0,No,Bank transfer (automatic)
No,53,90.8,Month-to-month,0,Fiber optic,Electronic check
No,32,90.95,Month-to-month,1,Fiber optic,Electronic check
No,41,51.35,One year,0,DSL,Electronic check
No,52,20.65,One year,0,No,Mailed check
No,24,19.9,One year,0,No,Mailed check
No,72,93.25,Two year,0,DSL,Bank transfer (automatic)
No,14,80.45,Month-to-month,0,DSL,Credit card (automatic)
Yes,67,118.35,One year,0,Fiber optic,Bank transfer (automatic)
No,21,80.9,One year,0,DSL,Mailed check
No,71,83.2,Two year,0,DSL,Electronic check
No,25,60.35,Month-to-month,0,DSL,Electronic check
No,1,20.25,Month-to-month,0,No,Mailed check
No,23,20.3,Month-to-month,0,No,Bank transfer (automatic)
No,72,64.8,Two year,1,DSL,Bank transfer (automatic)
No,12,49.2,Month-to-month,0,DSL,Electronic check
Yes,22,43.75,One year,0,DSL,Bank transfer (automatic)
No,70,77.3,Two year,0,DSL,Credit card (automatic)
No,72,114.55,Two year,0,Fiber optic,Bank transfer (automatic)
No,70,26.0,Two year,0,No,Bank transfer (automatic)
No,16,54.85,Two year,0,DSL,Mailed check
No,22,80.0,Month-to-month,0,Fiber optic,Credit card (automatic)
No,5,90.35,Month-to-month,0,Fiber optic,Mailed check
,1,20.25,Month-to-month,0,No,Mailed check
No,69,108.75,One year,0,Fiber optic,Bank transfer (automatic)
No,42,20.0,Two year,0,No,Mailed check
No,42,100.4,Two year,0,Fiber optic,Electronic check
No,5,55.75,Month-to-month,0,DSL,Mailed check
No,72,86.4,Two year,0,DSL,Bank transfer (automatic)
No,39,25.0,Two year,0,No,Mailed check
No,21,60.25,One year,0,DSL,Electronic check
No,35,61.0,Month-to-month,0,DSL,Mailed check
No,35,69.15,Two year,0,DSL,Credit card (automatic)
No,12,73.3,Month-to-month,1,Fiber optic,Credit card (automatic)
No,27,56.7,Month-to-month,0,DSL,Mailed check
No,72,25.0,Two year,0,No,Bank transfer (automatic)
No,58,45.35,One year,0,DSL,Electronic check
Yes,10,79.25,Month-to-month,1,Fiber optic,Electronic check
No,64,89.45,One year,0,Fiber optic,Bank transfer (automatic)
No,71,20.5,Two year,0,No,Bank transfer (automatic)
No,10,51.2,Month-to-month,0,DSL,Electronic check
Yes,4,45.3,Month-to-month,0,DSL,Mailed check
No,71,79.05,One year,0,Fiber optic,Credit card (automatic)
No,66,59.75,Two year,0,DSL,Electronic check
No,69,19.95,Two year,0,No,Credit card (automatic)
No,43,26.45,Two year,0,No,Bank transfer (automatic)
No,72,24.85,Two year,0,No,Credit card (automatic)
No,61,19.45,One year,0,No,Bank transfer (automatic)
No,7,44.65,Month-to-month,0,DSL,Bank transfer (automatic)
No,70,39.15,Two year,0,DSL,Credit card (automatic)
No,5,84.7,Month-to-month,1,Fiber optic,Electronic check
Yes,16,96.4,Month-to-month,1,Fiber optic,Electronic check
No,17,21.1,Month-to-month,0,No,Credit card (automatic)
No,51,19.4,One year,0,No,Mailed check
No,5,59.9,Month-to-month,1,DSL,Credit card (automatic)
,9,68.25,Month-to-month,0,DSL,Bank transfer (automatic)
,6,69.8,Month-to-month,0,Fiber optic,Electronic check
Yes,14,64.7,Month-to-month,0,DSL,Bank transfer (automatic)
Yes,3,77.0,Month-to-month,1,Fiber optic,Electronic check
No,64,53.85,One year,0,DSL,Bank transfer (automatic)
No,7,34.65,Month-to-month,0,DSL,Mailed check
Yes,1,25.2,Month-to-month,0,DSL,Mailed check
No,60,116.05,Two year,1,Fiber optic,Bank transfer (automatic)
No,1,20.45,Month-to-month,0,No,Mailed check
Yes,2,24.45,Month-to-month,1,DSL,Mailed check
No,20,68.9,Month-to-month,0,DSL,Credit card (automatic)
No,72,115.55,Two year,0,Fiber optic,Electronic check
No,72,107.45,Two year,0,Fiber optic,Credit card (automatic)
No,4,90.4,Month-to-month,0,Fiber optic,Electronic check
No,1,21.05,Month-to-month,0,No,Mailed check
Yes,33,103.75,One year,0,Fiber optic,Electronic check
No,56,93.15,One year,0,Fiber optic,Electronic check
No,9,70.5,Month-to-month,0,Fiber optic,Electronic check
No,12,95.7,One year,0,Fiber optic,Electronic check
Yes,51,97.8,Month-to-month,1,Fiber optic,Electronic check
No,33,24.15,One year,0,No,Credit card (automatic)
Yes,1,50.45,Month-to-month,0,DSL,Mailed check
No,70,19.85,Two year,0,No,Credit card (automatic)
No,1,47.95,Month-to-month,0,DSL,Electronic check
,1,50.1,Month-to-month,0,DSL,Mailed check
Yes,32,93.2,Month-to-month,1,Fiber optic,Electronic check
No,39,41.15,One year,0,DSL,Bank transfer (automatic)
No,45,24.65,Two year,0,No,Bank transfer (automatic)
Yes,19,55.0,Month-to-month,0,DSL,Credit card (automatic)
No,30,94.4,One year,0,Fiber optic,Bank transfer (automatic)
No,7,19.4,Month-to-month,0,No,Mailed check
No,59,76.45,Two year,0,DSL,Mailed check
Yes,1,20.2,Month-to-month,0,No,Mailed check
No,1,70.6,Month-to-month,1,Fiber optic,Mailed check
No,72,110.45,Two year,0,Fiber optic,Bank transfer (automatic)
No,67,75.5,Two year,0,DSL,Electronic check
No,47,73.6,Two year,0,DSL,Electronic check
No,4,61.3,Month-to-month,0,DSL,Electronic check
No,24,104.15,Month-to-month,0,Fiber optic,Electronic check
No,9,50.8,One year,0,DSL,Mailed check
No,7,19.85,Two year,0,No,Mailed check
No,65,59.95,Two year,0,DSL,Credit card (automatic)
No,14,20.05,Month-to-month,0,No,Electronic check
No,35,53.15,One year,0,DSL,Credit card (automatic)
No,26,39.95,One year,0,DSL,Bank transfer (automatic)
No,7,75.15,Month-to-month,0,Fiber optic,Electronic check
Yes,43,107.55,One year,1,Fiber optic,Electronic check
No,37,20.15,One year,0,No,Credit card (automatic)
No,23,40.65,One year,0,DSL,Bank transfer (automatic)
No,50,69.75,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,1,19.65,Month-to-month,0,No,Mailed check
No,27,104.65,One year,1,Fiber optic,Bank transfer (automatic)
No,58,71.1,One year,0,DSL,Credit card (automatic)
No,12,26.4,One year,0,No,Mailed check
No,72,78.45,Two year,1,DSL,Bank transfer (automatic)
Yes,14,86.3,Month-to-month,0,Fiber optic,Electronic check
Yes,10,89.8,Month-to-month,1,Fiber optic,Electronic check
No,72,66.5,Two year,0,DSL,Credit card (automatic)
No,9,50.1,Month-to-month,0,DSL,Electronic check
No,45,81.65,Two year,0,DSL,Bank transfer (automatic)
No,64,19.45,Two year,0,No,Credit card (automatic)
Yes,2,49.25,Month-to-month,0,DSL,Electronic check
No,64,80.3,One year,1,Fiber optic,Credit card (automatic)
No,39,41.1,Month-to-month,0,DSL,Bank transfer (automatic)
,43,100.0,One year,0,Fiber optic,Electronic check
No,1,45.0,Month-to-month,0,DSL,Electronic check
Yes,7,95.35,Month-to-month,0,Fiber optic,Electronic check
No,58,24.35,Two year,0,No,Credit card (automatic)
Yes,4,74.4,Month-to-month,1,Fiber optic,Mailed check
Yes,3,50.65,Month-to-month,0,DSL,Mailed check
Yes,1,74.35,Month-to-month,0,Fiber optic,Electronic check
No,72,86.05,Two year,0,DSL,Credit card (automatic)
Yes,43,101.0,Month-to-month,1,Fiber optic,Electronic check
Yes,1,69.6,Month-to-month,1,Fiber optic,Electronic check
No,68,100.3,One year,0,Fiber optic,Electronic check
No,38,101.15,Month-to-month,0,Fiber optic,Credit card (automatic)
No,55,20.3,Two year,0,No,Mailed check
Yes,1,71.65,Month-to-month,0,Fiber optic,Electronic check
Yes,8,84.9,Month-to-month,0,Fiber optic,Electronic check
No,33,59.4,One year,0,DSL,Electronic check
No,57,100.6,Month-to-month,0,Fiber optic,Electronic check
,58,105.2,One year,0,Fiber optic,Credit card (automatic)
Yes,42,77.95,Month-to-month,0,Fiber optic,Credit card (automatic)
No,15,20.05,Month-to-month,0,No,Mailed check
No,8,20.25,Two year,0,No,Mailed check
No,4,56.75,Month-to-month,0,DSL,Electronic check
No,62,84.5,Two year,0,DSL,Bank transfer (automatic)
Yes,25,95.9,Month-to-month,0,Fiber optic,Electronic check
No,1,19.45,Month-to-month,0,No,Mailed check
No,68,19.5,One year,1,No,Bank transfer (automatic)
Yes,34,100.05,Month-to-month,0,Fiber optic,Electronic check
No,72,84.7,Two year,0,Fiber optic,Bank transfer (automatic)
Yes,21,60.05,Month-to-month,1,DSL,Bank transfer (automatic)
No,55,55.7,Month-to-month,0,DSL,Electronic check
No,42,69.4,Month-to-month,0,DSL,Bank transfer (automatic)
No,67,100.9,One year,0,Fiber optic,Credit card (automatic)
No,41,20.65,Two year,0,No,Mailed check
No,26,86.65,Month-to-month,0,Fiber optic,Credit card (automatic)
No,4,65.6,Month-to-month,0,DSL,Electronic check
No,66,62.5,Two year,0,DSL,Bank transfer (automatic)
No,15,25.25,Month-to-month,0,No,Electronic check
No,63,90.05,One year,0,Fiber optic,Credit card (automatic)
No,59,82.95,One year,1,Fiber optic,Credit card (automatic)
No,25,54.2,One year,0,DSL,Electronic check
No,4,19.4,Month-to-month,0,No,Mailed check
Yes,2,95.65,Month-to-month,0,Fiber optic,Electronic check
No,69,90.65,Two year,0,DSL,Mailed check
Yes,5,91.4,Month-to-month,1,Fiber optic,Electronic check
No,66,79.5,Two year,0,DSL,Credit card (automatic)
Yes,6,83.55,Month-to-month,0,Fiber optic,Credit card (automatic)
No,28,92.2,One year,0,Fiber optic,Bank transfer (automatic)
No,57,95.3,Month-to-month,1,Fiber optic,Credit card (automatic)
Yes,22,101.35,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,49,20.7,One year,0,No,Credit card (automatic)
No,65,103.9,One year,1,Fiber optic,Bank transfer (automatic)
Yes,2,75.7,Month-to-month,0,Fiber optic,Electronic check
No,42,78.45,Two year,0,DSL,Credit card (automatic)
No,61,20.55,Two year,0,No,Credit card (automatic)
Yes,26,83.75,Month-to-month,0,Fiber optic,Electronic check
No,10,20.0,Month-to-month,0,No,Credit card (automatic)
No,67,25.6,Two year,0,No,Bank transfer (automatic)
Yes,10,99.85,Month-to-month,0,Fiber optic,Electronic check
Yes,4,76.05,Month-to-month,0,Fiber optic,Electronic check
Yes,66,80.45,Month-to-month,1,Fiber optic,Credit card (automatic)
No,1,50.05,Month-to-month,0,DSL,Electronic check
Yes,2,56.7,Month-to-month,0,DSL,Mailed check
No,37,24.1,Two year,0,No,Bank transfer (automatic)
No,35,39.85,Month-to-month,1,DSL,Electronic check
No,72,115.05,Two year,0,Fiber optic,Credit card (automatic)
No,8,44.45,Month-to-month,0,DSL,Mailed check
No,19,78.7,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,20,19.6,Month-to-month,0,No,Credit card (automatic)
No,38,24.25,One year,0,No,Electronic check
No,57,18.8,Two year,0,No,Credit card (automatic)
No,38,94.9,Two year,0,Fiber optic,Bank transfer (automatic)
No,67,104.6,Two year,0,Fiber optic,Bank transfer (automatic)
No,22,55.1,Month-to-month,0,DSL,Mailed check
No,57,99.65,Month-to-month,0,Fiber optic,Electronic check
No,72,74.35,Two year,0,DSL,Electronic check
No,70,79.4,One year,0,DSL,Bank transfer (automatic)
Yes,1,73.65,Month-to-month,1,Fiber optic,Electronic check
No,13,67.8,Month-to-month,0,DSL,Bank transfer (automatic)
No,62,115.55,Two year,0,Fiber optic,Bank transfer (automatic)
Yes,5,89.35,Month-to-month,0,Fiber optic,Electronic check
Yes,5,69.05,Month-to-month,1,Fiber optic,Mailed check
No,31,76.05,Month-to-month,0,Fiber optic,Electronic check
No,18,80.55,Month-to-month,1,Fiber optic,Credit card (automatic)
No,64,108.95,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,42,55.65,Month-to-month,1,DSL,Electronic check
No,30,90.4,One year,0,Fiber optic,Bank transfer (automatic)
Yes,19,73.85,Month-to-month,0,Fiber optic,Credit card (automatic)
No,65,55.15,Month-to-month,0,DSL,Mailed check
No,18,20.1,One year,0,No,Mailed check
Yes,13,100.8,Month-to-month,1,Fiber optic,Electronic check
No,41,19.75,One year,0,No,Mailed check
No,54,59.8,Two year,0,DSL,Bank transfer (automatic)
No,32,20.35,One year,0,No,Credit card (automatic)
No,72,115.8,Two year,0,Fiber optic,Credit card (automatic)
No,59,19.5,Two year,0,No,Mailed check
Yes,25,24.75,Two year,0,No,Credit card (automatic)
Yes,15,85.6,Month-to-month,1,Fiber optic,Bank transfer (automatic)
Yes,14,75.35,Month-to-month,0,Fiber optic,Electronic check
,68,25.25,Two year,0,No,Bank transfer (automatic)
No,52,25.75,Two year,0,No,Mailed check
No,61,106.45,Month-to-month,0,Fiber optic,Electronic check
No,54,20.05,Two year,0,No,Credit card (automatic)
No,8,73.5,Month-to-month,0,Fiber optic,Electronic check
No,3,77.4,Month-to-month,0,DSL,Electronic check
No,14,80.05,Month-to-month,0,Fiber optic,Credit card (automatic)
No,72,20.8,Two year,0,No,Mailed check
No,35,96.75,Month-to-month,0,Fiber optic,Mailed check
No,66,63.85,Month-to-month,0,DSL,Electronic check
No,48,70.55,One year,0,DSL,Credit card (automatic)
No,48,104.5,Month-to-month,1,Fiber optic,Electronic check
Yes,21,77.5,One year,0,DSL,Mailed check
No,1,20.45,Two year,0,No,Mailed check
No,67,112.35,One year,0,Fiber optic,Credit card (automatic)
No,1,19.8,Month-to-month,0,No,Credit card (automatic)
Yes,7,49.75,One year,0,DSL,Electronic check
No,17,90.95,Month-to-month,0,Fiber optic,Credit card (automatic)
No,40,106.0,One year,0,Fiber optic,Bank transfer (automatic)
Yes,24,89.85,Month-to-month,0,Fiber optic,Mailed check
No,69,107.2,One year,0,Fiber optic,Credit card (automatic)
No,72,84.8,Two year,1,Fiber optic,Credit card (automatic)
No,1,19.5,Month-to-month,0,No,Mailed check
No,36,54.45,One year,0,DSL,Mailed check
No,47,60.0,Two year,0,DSL,Credit card (automatic)
No,16,19.75,Month-to-month,0,No,Credit card (automatic)
No,17,19.65,One year,0,No,Bank transfer (automatic)
No,38,20.2,Two year,0,No,Mailed check
Yes,1,79.1,Month-to-month,1,Fiber optic,Electronic check
Yes,72,92.45,Two year,1,DSL,Credit card (automatic)
No,50,35.0,Month-to-month,0,DSL,Mailed check
No,8,75.6,Month-to-month,0,Fiber optic,Electronic check
No,67,50.55,Two year,0,DSL,Bank transfer (automatic)
No,38,20.3,One year,0,No,Mailed check
No,70,64.95,Two year,0,DSL,Credit card (automatic)
No,41,74.65,Month-to-month,0,DSL,Bank transfer (automatic)
No,59,111.1,Two year,0,Fiber optic,Mailed check
No,64,24.7,One year,0,No,Mailed check
Yes,3,85.3,Month-to-month,0,Fiber optic,Electronic check
No,22,25.6,One year,1,No,Bank transfer (automatic)
No,70,64.95,One year,0,DSL,Bank transfer (automatic)
No,43,94.35,One year,0,Fiber optic,Mailed check
Yes,5,50.6,Month-to-month,0,DSL,Mailed check
Yes,1,86.6,Month-to-month,0,Fiber optic,Electronic check
No,1,19.55,Month-to-month,0,No,Mailed check
No,72,115.75,Two year,1,Fiber optic,Credit card (automatic)
No,18,25.3,Two year,0,No,Credit card (automatic)
No,38,74.05,One year,0,DSL,Electronic check
Yes,49,95.6,Month-to-month,0,Fiber optic,Electronic check
No,2,20.3,One year,0,No,Mailed check
No,12,25.4,Two year,0,No,Bank transfer (automatic)
Yes,15,49.1,Month-to-month,0,DSL,Electronic check
No,3,73.6,Month-to-month,0,Fiber optic,Credit card (automatic)
No,71,64.05,Two year,0,DSL,Credit card (automatic)
No,1,20.7,Month-to-month,0,No,Electronic check
Yes,34,94.25,Month-to-month,1,Fiber optic,Electronic check
No,6,90.75,Month-to-month,0,Fiber optic,Electronic check
Yes,51,84.2,Month-to-month,1,Fiber optic,Electronic check
No,26,66.05,Month-to-month,1,DSL,Electronic check
Yes,49,59.75,Month-to-month,0,DSL,Credit card (automatic)
Yes,24,104.65,Month-to-month,0,Fiber optic,Electronic check
No,69,60.05,Two year,0,DSL,Bank transfer (automatic)
No,56,24.8,Two year,0,No,Mailed check
Yes,44,53.95,One year,0,DSL,Mailed check
No,47,78.9,One year,0,Fiber optic,Electronic check
No,72,116.75,Two year,1,Fiber optic,Credit card (automatic)
No,18,69.8,Month-to-month,0,Fiber optic,Electronic check
No,51,75.2,Two year,0,DSL,Bank transfer (automatic)
Yes,66,79.4,Two year,1,DSL,Credit card (automatic)
No,46,99.8,Month-to-month,0,Fiber optic,Electronic check
No,9,20.15,One year,0,No,Mailed check
Yes,69,104.7,One year,0,Fiber optic,Bank transfer (automatic)
Yes,47,100.05,Month-to-month,1,Fiber optic,Electronic check
Yes,12,78.95,Month-to-month,0,Fiber optic,Electronic check
No,72,95.9,Two year,0,Fiber optic,Bank transfer (automatic)
Yes,4,74.4,Month-to-month,0,DSL,Electronic check
Yes,2,79.7,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,1,71.65,Month-to-month,1,Fiber optic,Electronic check
No,42,40.15,Month-to-month,0,DSL,Bank transfer (automatic)
No,69,81.95,Two year,0,DSL,Bank transfer (automatic)
No,14,55.0,Month-to-month,0,DSL,Electronic check
No,66,90.55,One year,0,Fiber optic,Bank transfer (automatic)
No,57,74.3,Month-to-month,0,Fiber optic,Electronic check
No,14,46.35,Month-to-month,1,DSL,Electronic check
,24,90.35,Month-to-month,0,Fiber optic,Electronic check
Yes,4,29.65,Month-to-month,0,DSL,Electronic check
Yes,60,106.0,One year,1,Fiber optic,Electronic check
No,16,79.5,One year,0,Fiber optic,Credit card (automatic)
No,2,54.15,Month-to-month,0,DSL,Mailed check
No,64,74.65,Month-to-month,1,DSL,Credit card (automatic)
No,71,100.45,Two year,0,Fiber optic,Electronic check
No,3,44.75,Month-to-month,0,DSL,Mailed check
No,72,84.4,Two year,0,DSL,Credit card (automatic)
No,26,69.5,Month-to-month,0,DSL,Bank transfer (automatic)
Yes,1,30.2,Month-to-month,0,DSL,Electronic check
No,52,53.75,One year,0,DSL,Electronic check
No,72,113.4,Two year,0,Fiber optic,Bank transfer (automatic)
No,36,92.9,Two year,0,DSL,Credit card (automatic)
No,46,45.55,Month-to-month,0,DSL,Electronic check
No,51,47.85,One year,0,DSL,Credit card (automatic)
No,4,30.5,Month-to-month,0,DSL,Electronic check
Yes,3,75.0,Month-to-month,0,Fiber optic,Mailed check
No,56,105.45,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,16,59.4,Month-to-month,1,DSL,Electronic check
No,44,90.65,One year,0,Fiber optic,Bank transfer (automatic)
No,29,58.75,One year,0,DSL,Electronic check
No,29,20.65,Month-to-month,0,No,Mailed check
Yes,22,74.4,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,1,74.0,Month-to-month,0,Fiber optic,Electronic check
No,29,69.05,One year,0,DSL,Bank transfer (automatic)
No,68,88.0,Two year,0,DSL,Credit card (automatic)
No,34,75.55,Month-to-month,1,Fiber optic,Electronic check
No,1,51.25,Month-to-month,0,DSL,Mailed check
Yes,37,76.25,Month-to-month,1,Fiber optic,Electronic check
Yes,7,74.4,Month-to-month,1,Fiber optic,Mailed check
No,51,20.45,Two year,0,No,Mailed check
No,52,83.8,Month-to-month,0,Fiber optic,Credit card (automatic)
No,1,44.8,Month-to-month,0,DSL,Electronic check
No,21,43.55,Month-to-month,0,DSL,Mailed check
No,70,110.2,Two year,0,Fiber optic,Electronic check
No,69,87.3,One year,1,Fiber optic,Credit card (automatic)
Yes,42,94.2,Month-to-month,0,Fiber optic,Electronic check
No,33,100.0,Month-to-month,0,Fiber optic,Electronic check
No,1,44.9,Month-to-month,0,DSL,Mailed check
No,59,19.85,Two year,0,No,Mailed check
No,2,24.85,Month-to-month,0,No,Mailed check
No,4,82.85,Month-to-month,0,Fiber optic,Credit card (automatic)
Yes,31,91.15,Month-to-month,0,Fiber optic,Electronic check
No,61,103.3,One year,0,Fiber optic,Bank transfer (automatic)
No,42,19.55,One year,0,No,Mailed check
Yes,13,31.05,Month-to-month,0,DSL,Electronic check
No,1,44.0,Month-to-month,1,DSL,Electronic check
Yes,5,40.0,Month-to-month,0,DSL,Mailed check
No,71,77.55,Two year,0,DSL,Credit card (automatic)
No,27,69.05,Month-to-month,0,Fiber optic,Mailed check
No,57,20.75,Two year,0,No,Mailed check
No,37,35.8,Two year,0,DSL,Credit card (automatic)
No,41,74.25,Month-to-month,0,Fiber optic,Electronic check
No,26,81.9,Month-to-month,0,DSL,Bank transfer (automatic)
,5,50.95,Month-to-month,0,DSL,Credit card (automatic)
No,10,85.95,Month-to-month,0,Fiber optic,Electronic check
No,31,59.7,Month-to-month,0,DSL,Bank transfer (automatic)
No,10,54.95,Month-to-month,0,DSL,Credit card (automatic)
No,14,50.2,Month-to-month,0,DSL,Credit card (automatic)
No,9,20.4,Month-to-month,0,No,Mailed check
No,72,24.3,Two year,1,No,Bank transfer (automatic)
No,42,67.7,One year,0,DSL,Mailed check
No,2,20.35,Month-to-month,0,No,Mailed check
Yes,25,89.5,Month-to-month,1,Fiber optic,Electronic check
No,5,84.0,Month-to-month,0,Fiber optic,Electronic check
Yes,1,78.95,Month-to-month,0,Fiber optic,Electronic check
Yes,5,43.25,Month-to-month,0,DSL,Mailed check
No,46,35.05,Month-to-month,0,DSL,Bank transfer (automatic)
No,57,41.1,One year,0,DSL,Credit card (automatic)
No,21,20.5,One year,1,No,Bank transfer (automatic)
No,4,25.25,Month-to-month,0,No,Mailed check
No,65,19.35,Two year,0,No,Bank transfer (automatic)
No,19,19.9,One year,0,No,Mailed check
No,1,20.05,Month-to-month,0,No,Mailed check
Yes,51,93.8,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,72,24.8,Two year,0,No,Credit card (automatic)
No,70,19.8,Two year,0,No,Bank transfer (automatic)
